market_id,market_question,timestamp,prices,volume_total,liquidity,end_date
561244,Will Donald Trump Jr. win the 2028 US Presidential Election?,2026-04-23 16:12:00.350742+00:00,"[""0.0085"", ""0.9915""]",10312417.429871816,1160043.38772,2028-11-07
561245,Will Nikki Haley win the 2028 US Presidential Election?,2026-04-23 16:12:32.919739+00:00,"[""0.0085"", ""0.9915""]",23206232.650269624,1391056.55096,2028-11-07
561246,Will Ron DeSantis win the 2028 US Presidential Election?,2026-04-23 16:12:09.451736+00:00,"[""0.0155"", ""0.9845""]",9878296.296112083,200714.42161,2028-11-07
561247,Will Tim Walz win the 2028 US Presidential Election?,2026-04-23 16:11:58.393081+00:00,"[""0.0065"", ""0.9935""]",40407954.11859311,1765215.60258,2028-11-07
561248,Will Vivek Ramaswamy win the 2028 US Presidential Election?,2026-04-23 16:12:13.855008+00:00,"[""0.0065"", ""0.9935""]",31714379.224018253,1463427.72491,2028-11-07
561249,Will Greg Abbott win the 2028 US Presidential Election?,2026-04-23 16:12:11.417252+00:00,"[""0.0095"", ""0.9905""]",32522690.13616447,1193885.92697,2028-11-07
561250,Will Elon Musk win the 2028 US Presidential Election?,2026-04-23 16:11:08.241101+00:00,"[""0.0095"", ""0.9905""]",23159671.416564375,1258035.64529,2028-11-07
561251,Will LeBron James win the 2028 US Presidential Election?,2026-04-23 16:12:37.474233+00:00,"[""0.0065"", ""0.9935""]",48571769.85002743,1360451.57352,2028-11-07
561252,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,2026-04-23 16:12:10.370301+00:00,"[""0.016"", ""0.984""]",6330669.279424013,236279.65649,2028-11-07
561253,Will Tucker Carlson win the 2028 US Presidential Election?,2026-04-23 16:12:15.580158+00:00,"[""0.0235"", ""0.9765""]",10485599.85008012,274674.92306,2028-11-07
561254,Will Kim Kardashian win the 2028 US Presidential Election?,2026-04-23 16:09:55.121747+00:00,"[""0.0065"", ""0.9935""]",33882967.071785025,1335880.75029,2028-11-07
561255,Will Ivanka Trump win the 2028 US Presidential Election?,2026-04-23 16:12:20.179838+00:00,"[""0.0095"", ""0.9905""]",5467446.918676076,503985.54083,2028-11-07
561256,Will Zohran Mamdani win the 2028 US Presidential Election?,2026-04-23 16:12:12.807402+00:00,"[""0.0075"", ""0.9925""]",18429860.26334334,1368141.17659,2028-11-07
561257,Will Michelle Obama win the 2028 US Presidential Election?,2026-04-23 16:12:03.737215+00:00,"[""0.0095"", ""0.9905""]",14196714.048727246,1427600.13791,2028-11-07
561258,Will Jamie Dimon win the 2028 US Presidential Election?,2026-04-23 16:09:43.718614+00:00,"[""0.0085"", ""0.9915""]",7877878.003089005,658390.18699,2028-11-07
561259,Will Ro Khanna win the 2028 US Presidential Election?,2026-04-23 16:09:50.968694+00:00,"[""0.0085"", ""0.9915""]",7786604.746362257,944386.02543,2028-11-07
561260,Will Thomas Massie win the 2028 US Presidential Election?,2026-04-23 16:11:52.918645+00:00,"[""0.0105"", ""0.9895""]",3938615.1013370077,1003232.46589,2028-11-07
561261,Will Jon Ossoff win the 2028 US Presidential Election?,2026-04-23 16:12:11.753405+00:00,"[""0.0325"", ""0.9675""]",3828515.836958987,240943.17901,2028-11-07
561262,Will James Talarico win the 2028 US Presidential Election?,2026-04-23 16:11:29.220773+00:00,"[""0.011"", ""0.989""]",4948699.429434006,455047.23411,2028-11-07
561263,Will Eric Trump win the 2028 US Presidential Election?,2026-04-23 16:11:38.025054+00:00,"[""0.0065"", ""0.9935""]",7912052.020115036,1244705.46891,2028-11-07
561264,Will Pete Hegseth win the 2028 US Presidential Election?,2026-04-23 16:12:14.910238+00:00,"[""0.0065"", ""0.9935""]",5171452.236110959,1487373.3205,2028-11-07
561365,Will Cooper Flagg win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:19.475196+00:00,"[""0.6615"", ""0.3385""]",850599.7613150013,20261.89174,2026-05-18
561366,Will Tre Johnson win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:19.874570+00:00,"[""0.0005"", ""0.9995""]",164187.1634279998,17648.78324,2026-05-18
561367,Will Ace Bailey win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:11:09.337436+00:00,"[""0.0005"", ""0.9995""]",135630.47228800005,16453.23605,2026-05-18
561368,Will Dylan Harper win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:11:29.606718+00:00,"[""0.0005"", ""0.9995""]",225391.24909300002,11423.02922,2026-05-18
561369,Will V.J. Edgecombe win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:11:06.057754+00:00,"[""0.0025"", ""0.9975""]",349174.361815,10331.92521,2026-05-18
561370,Will Kon Knueppel win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:09:38.596036+00:00,"[""0.3395"", ""0.6605""]",1070593.3202129996,8670.91647,2026-05-18
561371,Will Derik Queen win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:11:22.796110+00:00,"[""0.0005"", ""0.9995""]",885146.9905020003,48445.63612,2026-05-18
561372,Will Jeremiah Fears win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:26.539198+00:00,"[""0.0005"", ""0.9995""]",91521.34746500001,38956.4278,2026-05-18
561373,Will Cedric Coward win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:11:56.387057+00:00,"[""0.0005"", ""0.9995""]",570744.708313,31643.13754,2026-05-18
561377,Will Jase Richardson win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:29.963682+00:00,"[""0.0005"", ""0.9995""]",102602.24133000002,18899.7928,2026-05-18
561379,Will Walter Clayton Jr. win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:28.755235+00:00,"[""0.0005"", ""0.9995""]",128337.43215100003,18201.71162,2026-05-18
561380,Will Collin Murray-Boyles win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:09.449731+00:00,"[""0.0005"", ""0.9995""]",64661.31353899997,33918.72416,2026-05-18
561381,Will Khaman Maluach win the 2025–26 NBA Rookie of the Year award?,2026-04-23 16:12:18.493993+00:00,"[""0.0005"", ""0.9995""]",85732.99937199998,38176.23817,2026-05-18
561973,Will Donald Trump win the 2028 Republican presidential nomination?,2026-04-23 16:11:19.266696+00:00,"[""0.0185"", ""0.9815""]",7475118.625655899,405601.29848,2028-11-07
561974,Will J.D. Vance win the 2028 Republican presidential nomination?,2026-04-23 16:11:18.760342+00:00,"[""0.392"", ""0.608""]",12336982.586233908,350424.41402,2028-11-07
561975,Will Marco Rubio win the 2028 Republican presidential nomination?,2026-04-23 16:12:01.336690+00:00,"[""0.2"", ""0.8""]",8190499.278280008,346563.93946,2028-11-07
561976,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,2026-04-23 16:12:00.870485+00:00,"[""0.0125"", ""0.9875""]",11470842.263718054,1313848.71457,2028-11-07
561977,Will Glenn Youngkin win the 2028 Republican presidential nomination?,2026-04-23 16:12:36.585902+00:00,"[""0.0155"", ""0.9845""]",6551137.100892938,478865.77131,2028-11-07
561978,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,2026-04-23 16:12:00.077184+00:00,"[""0.021"", ""0.979""]",7156502.402725036,676736.52519,2028-11-07
561979,Will Ron DeSantis win the 2028 Republican presidential nomination?,2026-04-23 16:09:49.874177+00:00,"[""0.0255"", ""0.9745""]",12807217.47237969,412491.19305,2028-11-07
561980,Will Nikki Haley win the 2028 Republican presidential nomination?,2026-04-23 16:11:17.575139+00:00,"[""0.0095"", ""0.9905""]",8301858.938588797,1004087.16702,2028-11-07
561981,Will Vivek Ramaswamy win the 2028 Republican presidential nomination?,2026-04-23 16:11:44.237810+00:00,"[""0.0115"", ""0.9885""]",13954205.042725122,1320682.07343,2028-11-07
561982,Will Sarah Huckabee Sanders win the 2028 Republican presidential nomination?,2026-04-23 16:12:13.522222+00:00,"[""0.0075"", ""0.9925""]",29660006.86171009,1485585.27224,2028-11-07
561983,Will Greg Abbott win the 2028 Republican presidential nomination?,2026-04-23 16:12:18.457567+00:00,"[""0.0095"", ""0.9905""]",18296696.49983691,1225048.61734,2028-11-07
561984,Will Robert F. Kennedy Jr. win the 2028 Republican presidential nomination?,2026-04-23 16:12:01.998721+00:00,"[""0.0085"", ""0.9915""]",13366080.121622378,1281403.57365,2028-11-07
561985,Will Brian Kemp win the 2028 Republican presidential nomination?,2026-04-23 16:12:22.352451+00:00,"[""0.0085"", ""0.9915""]",15368265.531520698,726786.91209,2028-11-07
561986,Will Byron Donalds win the 2028 Republican presidential nomination?,2026-04-23 16:12:14.061284+00:00,"[""0.0065"", ""0.9935""]",36982949.19125157,1388102.98072,2028-11-07
561987,Will Elise Stefanik win the 2028 Republican presidential nomination?,2026-04-23 16:12:33.416998+00:00,"[""0.0065"", ""0.9935""]",23666765.76453198,1519489.64155,2028-11-07
561988,Will Josh Hawley win the 2028 Republican presidential nomination?,2026-04-23 16:09:59.497135+00:00,"[""0.0085"", ""0.9915""]",17944060.412357602,608495.69906,2028-11-07
561989,Will Ted Cruz win the 2028 Republican presidential nomination?,2026-04-23 16:12:16.880129+00:00,"[""0.0115"", ""0.9885""]",15488640.351403134,730572.98752,2028-11-07
561990,Will Elon Musk win the 2028 Republican presidential nomination?,2026-04-23 16:11:05.863953+00:00,"[""0.0115"", ""0.9885""]",26793973.8227129,1543755.24822,2028-11-07
561991,Will Matt Gaetz win the 2028 Republican presidential nomination?,2026-04-23 16:09:35.124337+00:00,"[""0.0075"", ""0.9925""]",17302979.335763853,1477535.02654,2028-11-07
561992,Will Katie Britt win the 2028 Republican presidential nomination?,2026-04-23 16:11:11.413340+00:00,"[""0.0075"", ""0.9925""]",26335454.538343675,1666703.67191,2028-11-07
561993,Will John Thune win the 2028 Republican presidential nomination?,2026-04-23 16:09:47.440781+00:00,"[""0.0065"", ""0.9935""]",31701835.4921963,1554033.78825,2028-11-07
561994,Will Kristi Noem win the 2028 Republican presidential nomination?,2026-04-23 16:12:22.555904+00:00,"[""0.0065"", ""0.9935""]",31263131.796826538,1635385.63839,2028-11-07
561995,Will Mike Pence win the 2028 Republican presidential nomination?,2026-04-23 16:09:51.953935+00:00,"[""0.0065"", ""0.9935""]",39126257.669838674,1515564.88937,2028-11-07
561996,Will Tucker Carlson win the 2028 Republican presidential nomination?,2026-04-23 16:11:25.547209+00:00,"[""0.05"", ""0.95""]",10512471.181924962,253194.56324,2028-11-07
561998,Will Ivanka Trump win the 2028 Republican presidential nomination?,2026-04-23 16:12:31.686058+00:00,"[""0.0115"", ""0.9885""]",6393856.9132009875,750425.91332,2028-11-07
561999,Will Tom Brady win the 2028 Republican presidential nomination?,2026-04-23 16:11:46.405204+00:00,"[""0.0075"", ""0.9925""]",29543608.181760717,1418357.52188,2028-11-07
562000,Will Rand Paul win the 2028 Republican presidential nomination?,2026-04-23 16:09:41.757491+00:00,"[""0.0115"", ""0.9885""]",17217751.28958906,1125476.645,2028-11-07
562001,Will Steve Bannon win the 2028 Republican presidential nomination?,2026-04-23 16:12:18.436624+00:00,"[""0.0075"", ""0.9925""]",19583698.871867392,979555.78226,2028-11-07
562002,Will Erika Kirk win the 2028 Republican presidential nomination?,2026-04-23 16:12:37.054419+00:00,"[""0.0065"", ""0.9935""]",14609342.416277826,1632362.79804,2028-11-07
562003,Will Kim Kardashian win the 2028 Republican presidential nomination?,2026-04-23 16:12:26.879783+00:00,"[""0.0075"", ""0.9925""]",26216746.296487883,1561876.23496,2028-11-07
562004,Will Marjorie Taylor Greene win the 2028 Republican presidential nomination?,2026-04-23 16:09:58.810452+00:00,"[""0.0095"", ""0.9905""]",4902542.704431972,549124.99953,2028-11-07
562005,Will Thomas Massie win the 2028 Republican presidential nomination?,2026-04-23 16:09:53.981674+00:00,"[""0.0165"", ""0.9835""]",3331564.88100399,392067.3077,2028-11-07
562006,Will Eric Trump win the 2028 Republican presidential nomination?,2026-04-23 16:09:54.644306+00:00,"[""0.0075"", ""0.9925""]",6037231.656467996,1287836.34023,2028-11-07
562007,Will Joe Kent win the 2028 Republican presidential nomination?,2026-04-23 16:11:00.283398+00:00,"[""0.0065"", ""0.9935""]",4533116.573769393,778798.63441,2028-11-07
562008,Will Pete Hegseth win the 2028 Republican presidential nomination?,2026-04-23 16:12:10.254353+00:00,"[""0.0075"", ""0.9925""]",4579331.486483377,1145114.65847,2028-11-07
562186,Will Ken Paxton win the 2026 Texas Republican Primary?,2026-04-23 16:12:34.372807+00:00,"[""0.555"", ""0.445""]",4280089.487759049,58483.0894,2026-05-26
562187,Will John Cornyn win the 2026 Texas Republican Primary?,2026-04-23 16:11:46.205188+00:00,"[""0.435"", ""0.565""]",3196922.725247234,61582.7633,2026-05-26
562188,Will Dawn Buckingham win the 2026 Texas Republican Primary?,2026-04-23 16:12:26.301941+00:00,"[""0.0015"", ""0.9985""]",947170.1874319988,31693.08025,2026-05-26
562189,Will Beth Van Duyne win the 2026 Texas Republican Primary?,2026-04-23 16:11:53.300193+00:00,"[""0.0005"", ""0.9995""]",5477344.478071009,46657.31227,2026-05-26
562190,Will Wesley Hunt win the 2026 Texas Republican Primary?,2026-04-23 16:12:16.564624+00:00,"[""0.0015"", ""0.9985""]",1836602.9755410028,68217.63384,2026-05-26
562793,Will the Democratic Party control the Senate after the 2026 Midterm elections?,2026-04-23 16:11:17.885888+00:00,"[""0.525"", ""0.475""]",1167777.4110940027,180442.5113,2026-11-03
562794,Will the Republican Party control the Senate after the 2026 Midterm elections?,2026-04-23 16:11:43.745294+00:00,"[""0.475"", ""0.525""]",964206.0411130044,179562.1548,2026-11-03
562802,Will the Democratic Party control the House after the 2026 Midterm elections?,2026-04-23 16:11:00.930911+00:00,"[""0.845"", ""0.155""]",2410156.112639029,222343.776,2026-11-03
562803,Will the Republican Party control the House after the 2026 Midterm elections?,2026-04-23 16:12:11.863601+00:00,"[""0.145"", ""0.855""]",2297821.0786869833,263100.5438,2026-11-03
562828,"2026 Balance of Power: D Senate, D House",2026-04-23 16:12:38.714052+00:00,"[""0.505"", ""0.495""]",1433646.3577270047,125755.5353,2026-11-03
562829,"2026 Balance of Power: D Senate, R House",2026-04-23 16:09:43.712286+00:00,"[""0.005"", ""0.995""]",829219.7015900018,117169.50234,2026-11-03
562830,"2026 Balance of Power: R Senate, D House",2026-04-23 16:11:45.240611+00:00,"[""0.375"", ""0.625""]",1192814.121947996,112986.3182,2026-11-03
562831,"2026 Balance of Power: R Senate, R House",2026-04-23 16:11:06.702697+00:00,"[""0.125"", ""0.875""]",1057944.396891999,115419.5674,2026-11-03
562832,2026 Balance of Power: Other,2026-04-23 16:12:26.408778+00:00,"[""0.0055"", ""0.9945""]",1047148.3704989997,75576.23749,2026-11-03
563650,"SCOTUS accepts sports event contract case by July 31, 2026?     ",2026-04-15 22:32:04.686912+00:00,"[""0.135"", ""0.865""]",929258.8883619994,10158.1474,2026-07-31
564161,Will Nikola Jokic win the 2025–2026 NBA MVP?,2026-04-23 16:12:20.265609+00:00,"[""0.0155"", ""0.9845""]",4317401.696901097,113413.01448,2026-06-10
564162,Will Shai Gilgeous-Alexander win the 2025–2026 NBA MVP?,2026-04-23 16:10:33.397608+00:00,"[""0.973"", ""0.027""]",3298550.8779029977,95225.57502,2026-06-10
564166,Will Victor Wembanyama win the 2025–2026 NBA MVP?,2026-04-23 16:12:27.224935+00:00,"[""0.013"", ""0.987""]",4582988.300067983,227447.88136,2026-06-10
564194,Will the Cleveland Cavaliers win the NBA Eastern Conference Finals?,2026-04-23 16:11:18.352483+00:00,"[""0.26"", ""0.74""]",241359.0223470002,147110.4373,2026-06-13
564195,Will the New York Knicks win the NBA Eastern Conference Finals?,2026-04-23 16:11:03.076539+00:00,"[""0.105"", ""0.895""]",412155.9916859978,115069.9555,2026-06-13
564196,Will the Orlando Magic win the NBA Eastern Conference Finals?,2026-04-23 16:12:28.940056+00:00,"[""0.0125"", ""0.9875""]",1702576.3781419878,79090.84666,2026-06-13
564197,Will the Atlanta Hawks win the NBA Eastern Conference Finals?,2026-04-23 16:12:28.852086+00:00,"[""0.0285"", ""0.9715""]",244477.17541099997,70225.38384,2026-06-13
564198,Will the Detroit Pistons win the NBA Eastern Conference Finals?,2026-04-23 16:12:28.263695+00:00,"[""0.16"", ""0.84""]",771924.5939030017,109652.1435,2026-06-13
564199,Will the Philadelphia 76ers win the NBA Eastern Conference Finals?,2026-04-23 16:11:22.232360+00:00,"[""0.027"", ""0.973""]",696360.8248180037,59999.81371,2026-06-13
564200,Will the Boston Celtics win the NBA Eastern Conference Finals?,2026-04-23 16:12:37.470184+00:00,"[""0.416"", ""0.584""]",856805.4111250014,71140.35008,2026-06-13
564205,Will the Toronto Raptors win the NBA Eastern Conference Finals?,2026-04-23 16:12:17.864238+00:00,"[""0.0035"", ""0.9965""]",9085287.765567994,85422.96977,2026-06-13
564210,Will the Oklahoma City Thunder win the NBA Western Conference Finals?,2026-04-23 16:12:24.533453+00:00,"[""0.655"", ""0.345""]",627247.4050700004,111874.2881,2026-06-16
564211,Will the Denver Nuggets win the NBA Western Conference Finals?,2026-04-23 16:11:46.721611+00:00,"[""0.115"", ""0.885""]",246950.46799199982,104944.5109,2026-06-16
564212,Will the Houston Rockets win the NBA Western Conference Finals?,2026-04-23 16:11:38.097347+00:00,"[""0.0085"", ""0.9915""]",918628.2316709984,119316.32001,2026-06-16
564213,Will the Los Angeles Lakers win the NBA Western Conference Finals?,2026-04-23 16:11:58.340634+00:00,"[""0.042"", ""0.958""]",2093110.0021859992,138316.115,2026-06-16
564214,Will the Minnesota Timberwolves win the NBA Western Conference Finals?,2026-04-23 16:11:56.642705+00:00,"[""0.0225"", ""0.9775""]",575995.9239800005,71186.75938,2026-06-16
564218,Will the San Antonio Spurs win the NBA Western Conference Finals?,2026-04-23 16:12:32.053718+00:00,"[""0.1575"", ""0.8425""]",1050729.3071110013,57701.65752,2026-06-16
564222,Will the Phoenix Suns win the NBA Western Conference Finals?,2026-04-23 16:12:32.180788+00:00,"[""0.0015"", ""0.9985""]",336309.1361039989,164380.23315,2026-06-16
564223,Will the Portland Trail Blazers win the NBA Western Conference Finals?,2026-04-23 16:11:07.656316+00:00,"[""0.0025"", ""0.9975""]",518490.36267899966,152585.31854,2026-06-16
565064,Will the Republicans win the 2028 US Presidential Election?,2026-04-23 16:12:34.356775+00:00,"[""0.385"", ""0.615""]",952251.7147369965,566629.0904,2028-11-07
565065,Will the Democrats win the 2028 US Presidential Election?,2026-04-23 16:11:22.516438+00:00,"[""0.605"", ""0.395""]",729822.2317759992,224315.2193,2028-11-07
566136,Will PSG win the 2025–26 Champions League?,2026-04-23 16:12:32.673427+00:00,"[""0.255"", ""0.745""]",6918533.267844036,393185.6793,2026-05-31
566140,Will Arsenal win the 2025–26 Champions League?,2026-04-23 16:11:14.337019+00:00,"[""0.275"", ""0.725""]",4851178.086473176,507747.5622,2026-05-31
566142,Will Bayern Munich win the 2025–26 Champions League?,2026-04-23 16:12:19.561708+00:00,"[""0.355"", ""0.645""]",5318489.048015925,478389.8829,2026-05-31
566146,Will Atletico Madrid win the 2025–26 Champions League?,2026-04-23 16:12:02.900495+00:00,"[""0.1145"", ""0.8855""]",21908566.200571716,309917.49696,2026-05-31
566170,Will Club Brugge win the 2025–26 Champions League?,2026-04-23 16:12:24.642142+00:00,"[""0.0005"", ""0.9995""]",19150301.297014896,790182.11228,2026-05-31
566186,Will Liverpool win the 2025–26 English Premier League?,2026-04-23 16:12:23.627740+00:00,"[""0.0005"", ""0.9995""]",10977167.78935876,1424775.3903,2026-05-27
566187,Will Arsenal win the 2025–26 English Premier League?,2026-04-23 16:12:03.395660+00:00,"[""0.425"", ""0.575""]",10566655.851474829,293422.2085,2026-05-27
566188,Will Manchester City win the 2025–26 English Premier League?,2026-04-23 16:11:59.378428+00:00,"[""0.575"", ""0.425""]",11402680.827766975,417195.7403,2026-05-27
566191,Will Manchester United win the 2025–26 English Premier League?,2026-04-23 16:12:23.083838+00:00,"[""0.0005"", ""0.9995""]",16917609.050438732,610590.3117,2026-05-27
566193,Will Aston Villa win the 2025–26 English Premier League?,2026-04-23 16:12:30.276539+00:00,"[""0.0005"", ""0.9995""]",20114827.204156745,1110948.35765,2026-05-27
566227,Will Real Madrid win the 2025–26 La Liga?,2026-04-23 16:09:59.227661+00:00,"[""0.0405"", ""0.9595""]",2349029.484250018,72889.64853,2026-05-30
566228,Will Barcelona win the 2025–26 La Liga?,2026-04-23 16:12:01.158503+00:00,"[""0.96"", ""0.04""]",2355585.2536099865,55091.49113,2026-05-30
566230,Will Villarreal win the 2025–26 La Liga?,2026-04-23 16:12:32.008261+00:00,"[""0.0005"", ""0.9995""]",27715396.252553035,505892.03099,2026-05-30
566511,Will Napoli win the 2025–26 Serie A league?,2026-04-23 16:09:41.844837+00:00,"[""0.0015"", ""0.9985""]",607530.2191409997,11332.25163,2026-05-28
566512,Will Inter win the 2025–26 Serie A league?,2026-04-23 16:11:25.949221+00:00,"[""0.9935"", ""0.0065""]",334075.48729800043,27778.58558,2026-05-28
566513,Will Juventus win the 2025–26 Serie A league?,2026-04-23 16:11:53.914084+00:00,"[""0.0015"", ""0.9985""]",170482.49721799986,60177.91918,2026-05-28
566514,Will AC Milan win the 2025–26 Serie A league?,2026-04-23 16:11:42.280524+00:00,"[""0.0035"", ""0.9965""]",202572.85754300017,33210.09741,2026-05-28
566731,Will PSG win the 2025–26 French Ligue 1?,2026-04-23 16:12:35.984726+00:00,"[""0.9555"", ""0.0445""]",168287.3235880001,32635.92,2026-05-30
566734,Will Lille win the 2025–26 French Ligue 1?,2026-04-23 16:09:49.088247+00:00,"[""0.0005"", ""0.9995""]",143334.43586599999,46818.03795,2026-05-30
566735,Will Lyon win the 2025–26 French Ligue 1?,2026-04-23 16:11:23.107369+00:00,"[""0.0005"", ""0.9995""]",457173.496166,47486.385,2026-05-30
566737,Will Lens win the 2025–26 French Ligue 1?,2026-04-23 16:11:56.273194+00:00,"[""0.037"", ""0.963""]",13580990.86905303,38918.33778,2026-05-30
566760,Will Trump pardon Ghislaine Maxwell by end of 2026?,2026-04-21 13:08:45.996921+00:00,"[""0.095"", ""0.905""]",552038.2645650023,18644.8952,2026-12-31
567560,Will the next Prime Minister of Hungary be Viktor Orbán?,2026-04-23 16:11:56.350133+00:00,"[""0.0055"", ""0.9945""]",24955223.25711296,682684.31572,2026-04-12
567561,Will the next Prime Minister of Hungary be Péter Magyar?,2026-04-23 16:09:49.853817+00:00,"[""0.9885"", ""0.0115""]",22056198.20498885,516214.21046,2026-04-12
567562,Will the next Prime Minister of Hungary be Klára Dobrev?,2026-04-23 16:12:16.829720+00:00,"[""0.0005"", ""0.9995""]",6173569.541471966,2372002.23987,2026-04-12
567563,Will the next Prime Minister of Hungary be László Toroczkai?,2026-04-23 16:12:32.476261+00:00,"[""0.0005"", ""0.9995""]",13810261.358459082,1009287.51082,2026-04-12
567564,Will the next Prime Minister of Hungary be István Kapitány?,2026-04-23 16:09:42.931098+00:00,"[""0.0005"", ""0.9995""]",16617051.248136025,60992.53063,2026-04-12
567565,Will the next Prime Minister of Hungary be János Lázár?,2026-04-23 16:11:49.500851+00:00,"[""0.0005"", ""0.9995""]",9280656.865778979,488666.22331,2026-04-12
567621,Will China invade Taiwan by end of 2026?,2026-04-21 14:25:26.587457+00:00,"[""0.0745"", ""0.9255""]",23356220.824864004,979680.53133,2026-12-31
567687,Russia x Ukraine ceasefire by end of 2026?,2026-04-21 16:57:20.267193+00:00,"[""0.255"", ""0.745""]",14502613.985482976,477986.7672,2026-12-31
567688,Netanyahu out by end of 2026?,2026-04-17 21:56:12.120569+00:00,"[""0.435"", ""0.565""]",1157407.0024810175,57181.1817,2026-12-31
567689,Zelenskyy out as Ukraine president by end of 2026?,2026-04-21 10:22:53.595313+00:00,"[""0.155"", ""0.845""]",2145269.8256809926,77797.7348,2026-12-31
567690,"Erdoğan out by December 31, 2026?",2026-04-15 23:15:09.611171+00:00,"[""0.105"", ""0.895""]",348913.6168010037,47166.9606,2026-12-31
568116,Will Trump be impeached by end of 2026?,2026-04-22 07:29:47.107897+00:00,"[""0.13"", ""0.87""]",709150.9131370039,59196.8241,2026-12-31
568117,"Will Trump resign by December 31, 2026?",2026-04-18 11:02:24.883275+00:00,"[""0.065"", ""0.935""]",431569.7721749985,150317.9548,2026-12-31
568695,Will Sung-Jae Im win the 2026 Masters tournament?,2026-04-23 16:11:54.475406+00:00,"[""0.0005"", ""0.9995""]",149991.2252459998,280119.00085,2026-04-13
569332,Will Vicky Dávila win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:35.558524+00:00,"[""0.0015"", ""0.9985""]",381202.65867499955,49927.80288,2026-05-31
569333,Will Luis Gilberto Murillo win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:00.779234+00:00,"[""0.0015"", ""0.9985""]",159627.3969409999,54987.04102,2026-05-31
569334,Will Claudia López win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:55.207874+00:00,"[""0.0015"", ""0.9985""]",123454.81980199995,30467.82496,2026-05-31
569335,Will David Luna Sánchez win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:30.727972+00:00,"[""0.0005"", ""0.9995""]",214156.41669100005,41336.61515,2026-05-31
569336,Will Juan Daniel Oviedo win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:09:46.939364+00:00,"[""0.0005"", ""0.9995""]",117201.95954800004,37182.92826,2026-05-31
569338,Will Gustavo Bolívar win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:22.150441+00:00,"[""0.0015"", ""0.9985""]",152956.89690599998,48810.17636,2026-05-31
569339,Will Sergio Fajardo win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:09.203013+00:00,"[""0.0015"", ""0.9985""]",133666.51010399996,41884.79369,2026-05-31
569340,Will Juan Manuel Galán win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:25.692638+00:00,"[""0.0015"", ""0.9985""]",155268.90631700002,48774.95976,2026-05-31
569341,Will Germán Vargas Lleras win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:34.715541+00:00,"[""0.0015"", ""0.9985""]",106005.01965600002,44155.09621,2026-05-31
569342,Will Paloma Valencia win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:16.401351+00:00,"[""0.017"", ""0.983""]",329644.3738020005,27458.77005,2026-05-31
569343,Will Iván Cepeda Castro win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:53.828816+00:00,"[""0.885"", ""0.115""]",194403.83595099996,39623.7935,2026-05-31
569344,Will Abelardo de la Espriella win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:09:39.750339+00:00,"[""0.0825"", ""0.9175""]",599253.1081090013,31560.5846,2026-05-31
569345,Will Roy Barreras win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:11:59.462226+00:00,"[""0.0015"", ""0.9985""]",138721.42648699982,29047.09687,2026-05-31
569346,Will Daniel Quintero win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:30.807264+00:00,"[""0.0015"", ""0.9985""]",86775.15574199986,40625.27522,2026-05-31
569347,Will Juan Carlos Pinzón win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:32.769042+00:00,"[""0.0005"", ""0.9995""]",104794.46453899994,42747.95252,2026-05-31
569348,Will Mauricio Cárdenas win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:09:37.117977+00:00,"[""0.0015"", ""0.9985""]",152937.16555600002,27544.67759,2026-05-31
569349,Will Enrique Peñalosa win the 1st round of the 2026 Colombian presidential election?,2026-04-23 16:12:28.881892+00:00,"[""0.0015"", ""0.9985""]",134635.13288699999,40566.24401,2026-05-31
